,PMID,TITLE,File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),License
16992,31146701,Derivation and validation of a prediction score for acute kidney injury secondary to acute myocardial infarction in Chinese patients.,oa_package/ee/8d/PMC6543657.tar.gz,BMC Nephrol. 2019 May 30; 20:195,PMC6543657,6/7/2019 16:56,CC BY
16994,30962264,Protective effect of dexmedetomidine on kidney injury of parturients with preeclampsia undergoing cesarean section: a randomized controlled study.,oa_package/3f/e9/PMC6500893.tar.gz,Biosci Rep. 2019 May 3; 39(5):BSR20190352,PMC6500893,6/11/2019 20:17,CC BY
16995,25889917,Systematic implantation of dedifferentiated fat cells ameliorated monoclonal antibody 1-22-3-induced glomerulonephritis by immunosuppression with increases in TNF-stimulated gene 6.,oa_package/44/89/PMC4455708.tar.gz,Stem Cell Res Ther. 2015 Apr 16; 6(1):80,PMC4455708,6/5/2015 11:25,CC BY
16998,26852014,Exosomes secreted by human urine-derived stem cells could prevent kidney complications from type I diabetes in rats.,oa_package/a7/eb/PMC4744390.tar.gz,Stem Cell Res Ther. 2016 Feb 6; 7:24,PMC4744390,2/8/2016 20:18,CC BY
16999,25404860,Quantification and localization of M2 macrophages in human kidneys with acute tubular injury.,oa_package/55/2d/PMC4230184.tar.gz,Int J Nephrol Renovasc Dis. 2014 Nov 7; 7:415-419,PMC4230184,11/19/2014 16:39,CC BY-NC
17000,22701553,A multicentre study of acute kidney injury in severe sepsis and septic shock: association with inflammatory phenotype and HLA genotype.,oa_package/45/8e/PMC3368929.tar.gz,PLoS One. 2012 Jun 6; 7(6):e35838,PMC3368929,3/29/2018 21:40,CC BY
17001,32411313,FAVORABLE ANAKINRA RESPONSES IN SEVERE COVID-19 PATIENTS WITH SECONDARY HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS.,oa_package/a3/80/PMC7221383.tar.gz,Cell Host Microbe. 2020 May 14; doi: 10.1016/j.chom.2020.05.007,PMC7221383,6/4/2020 20:37,NO-CC CODE
17002,32399391,Effects and Mechanism of lncRNA CRNDE on Sepsis-Induced Acute Kidney Injury.,oa_package/cf/32/PMC7211233.tar.gz,Anal Cell Pathol (Amst). 2020 May 1; 2020:8576234,PMC7211233,5/14/2020 20:37,CC BY
17004,32317861,CXCL14 Overexpression Attenuates Sepsis-Associated Acute Kidney Injury by Inhibiting Proinflammatory Cytokine Production.,oa_package/1f/93/PMC7150711.tar.gz,Mediators Inflamm. 2020 Mar 31; 2020:2431705,PMC7150711,4/23/2020 20:35,CC BY
17008,32290032,Gold Clusters Attenuate Inflammation in Rat Mesangial Cells via Inhibiting the Activation of NF-κB Pathway.,oa_package/6c/3b/PMC7221671.tar.gz,Nanomaterials (Basel). 2020 Apr 10; 10(4):712,PMC7221671,5/21/2020 20:39,CC BY
17010,31844805,Association of T Cell-Derived Inflammatory Cytokines With Acute Kidney Injury and Mortality After Cardiac Surgery.,oa_package/6e/6e/PMC6895592.tar.gz,Kidney Int Rep. 2019 Sep 11; 4(12):1689-1697,PMC6895592,12/18/2019 19:18,CC BY-NC-ND
17012,30968541,Macrophage migration inhibitory factor promotes renal injury induced by ischemic reperfusion.,oa_package/d6/e3/PMC6533527.tar.gz,J Cell Mol Med. 2019 Jun 9; 23(6):3867-3877,PMC6533527,6/29/2019 22:56,CC BY
17015,30785504,LBP reduces theinflammatory injuryof kidney in septic rat and regulates the Keap1-Nrf2∕ARE signaling pathway1.,oa_package/3a/e7/PMC6585919.tar.gz,Acta Cir Bras. 2019 Feb 14; 34(1):e20190010000003,PMC6585919,7/2/2019 20:33,CC BY
17016,30597709,Characterization of inflammatory response in hepatorenal syndrome: Relationship with kidney outcome and survival.,oa_package/e6/43/PMC6767546.tar.gz,Liver Int. 2019 Jul 17; 39(7):1246-1255,PMC6767546,2/6/2020 9:56,CC BY-NC
17022,30126849,"Long non-coding RNA PVT1, a molecular sponge for miR-149, contributes aberrant metabolic dysfunction and inflammation in IL-1β-simulated osteoarthritic chondrocytes.",oa_package/f1/d8/PMC6165834.tar.gz,Biosci Rep. 2018 Sep 28; 38(5):BSR20180576,PMC6165834,10/4/2018 20:04,CC BY
17023,28455780,Increase of circulating endocan over sepsis follow-up is associated with progression into organ dysfunction.,oa_package/35/1f/PMC7101577.tar.gz,Eur J Clin Microbiol Infect Dis. 2017 Apr 28; 36(10):1749-1756,PMC7101577,3/31/2020 20:56,NO-CC CODE
17024,32273692,IL-10 Combined with NGAL Has Diagnostic Value for AECOPD Combined with AKI.,oa_package/9c/87/PMC7105373.tar.gz,Int J Chron Obstruct Pulmon Dis. 2020 Mar 26; 15:637-644,PMC7105373,4/11/2020 22:56,CC BY-NC
17027,31900218,Extracellular vesicles for acute kidney injury in preclinical rodent models: a meta-analysis.,oa_package/f1/89/PMC6942291.tar.gz,Stem Cell Res Ther. 2020 Jan 3; 11:11,PMC6942291,1/7/2020 19:18,CC BY
17031,31861525,Protopine Protects Mice against LPS-Induced Acute Kidney Injury by Inhibiting Apoptosis and Inflammation via the TLR4 Signaling Pathway.,oa_package/5b/43/PMC6982873.tar.gz,Molecules. 2019 Dec 19; 25(1):15,PMC6982873,2/6/2020 19:33,CC BY
17033,31845094,Protective Effects of Carbon Dots Derived from Phellodendri Chinensis Cortex Carbonisata against Deinagkistrodon acutus Venom-Induced Acute Kidney Injury.,oa_package/20/9d/PMC6915193.tar.gz,Nanoscale Res Lett. 2019 Dec 16; 14:377,PMC6915193,12/30/2019 19:21,CC BY
17034,31841441,Aerosol inhalation of a hydrogen-rich solution restored septic renal function.,oa_package/f8/5a/PMC6949055.tar.gz,Aging (Albany NY). 2019 Dec 16; 11(24):12097-12113,PMC6949055,2/5/2020 19:18,CC BY
17035,31787899,Maresin 1 Mitigates Sepsis-Associated Acute Kidney Injury in Mice <i>via</i> Inhibition of the NF-κB/STAT3/MAPK Pathways.,oa_package/1e/8a/PMC6855000.tar.gz,Front Pharmacol. 2019 Nov 7; 10:1323,PMC6855000,12/4/2019 17:56,CC BY
17040,31540220,Blockade of the Adenosine A<sub>3</sub> Receptor Attenuates Caspase 1 Activation in Renal Tubule Epithelial Cells and Decreases Interleukins IL-1β and IL-18 in Diabetic Rats.,oa_package/2a/f4/PMC6770662.tar.gz,Int J Mol Sci. 2019 Sep 13; 20(18):4531,PMC6770662,10/30/2019 20:18,CC BY
17045,31534532,Galectin 3 protects from cisplatin-induced acute kidney injury by promoting TLR-2-dependent activation of IDO1/Kynurenine pathway in renal DCs.,oa_package/1c/f4/PMC6735380.tar.gz,Theranostics. 2019 Aug 14; 9(20):5976-6001,PMC6735380,9/20/2019 20:17,CC BY
17049,31185006,miR-30c-5p Reduces Renal Ischemia-Reperfusion Involving Macrophage.,oa_package/4a/36/PMC6582680.tar.gz,Med Sci Monit. 2019 Jun 11; 25:4362-4369,PMC6582680,7/10/2019 20:14,CC BY-NC-ND
17051,31072913,Prevention of lipopolysaccharide-induced CD11b<sup>+</sup> immune cell infiltration in the kidney: role of AT<sub>2</sub> receptors.,oa_package/02/dd/PMC6533357.tar.gz,Biosci Rep. 2019 May 24; 39(5):BSR20190429,PMC6533357,5/30/2019 20:17,CC BY
17052,32175320,Role of Inflammasomes in Kidney Diseases via Both Canonical and Non-canonical Pathways.,oa_package/34/63/PMC7056742.tar.gz,Front Cell Dev Biol. 2020 Feb 27; 8:106,PMC7056742,3/19/2020 8:56,CC BY
17053,31998952,Acetylbritannilactone attenuates contrast-induced acute kidney injury through its anti-pyroptosis effects.,oa_package/5e/92/PMC7029155.tar.gz,Biosci Rep. 2020 Feb 18; 40(2):BSR20193253,PMC7029155,2/27/2020 19:33,CC BY
17060,31871414,"A study of the utility of novel non-invasive urinary and serum biomarkers of blunt kidney injury in a rat model: NGAL, KIM-1, and IL-18.",oa_package/ff/cb/PMC6925560.tar.gz,Cent Eur J Immunol. 2019 Sep 30; 44(3):219-225,PMC6925560,1/10/2020 17:56,CC BY-NC-SA
17084,31827648,Urinary Matrix Metalloproteinase-7 and Prediction of AKI Progression Post Cardiac Surgery.,oa_package/2f/b7/PMC6885836.tar.gz,Dis Markers. 2019 Nov 19; 2019:9217571,PMC6885836,12/13/2019 17:56,CC BY
17085,31427885,Roles of Inflammasomes in Inflammatory Kidney Diseases.,oa_package/61/6e/PMC6679869.tar.gz,Mediators Inflamm. 2019 Jul 21; 2019:2923072,PMC6679869,8/21/2019 18:56,CC BY
17086,31275420,Anemoside B4 Protects Rat Kidney from Adenine-Induced Injury by Attenuating Inflammation and Fibrosis and Enhancing Podocin and Nephrin Expression.,oa_package/d3/e0/PMC6582884.tar.gz,Evid Based Complement Alternat Med. 2019 May 2; 2019:8031039,PMC6582884,7/6/2019 20:56,CC BY
17088,31206554,Increased compensatory kidney workload results in cellular damage in a short time porcine model of mixed acidemia - Is acidemia a 'first hit' in acute kidney injury?,oa_package/8d/6a/PMC6576776.tar.gz,PLoS One. 2019 Jun 17; 14(6):e0218308,PMC6576776,6/28/2019 20:16,CC BY
17089,31178966,Early Kidney Damage Markers after Deferasirox Treatment in Patients with Thalassemia Major: A Case-Control Study.,oa_package/2e/5d/PMC6501149.tar.gz,Oxid Med Cell Longev. 2019 Apr 21; 2019:5461617,PMC6501149,6/11/2019 20:17,CC BY
17090,30980521,The Overexpression of Sirtuin1 (SIRT1) Alleviated Lipopolysaccharide (LPS)-Induced Acute Kidney Injury (AKI) via Inhibiting the Activation of Nucleotide-Binding Oligomerization Domain-Like Receptors (NLR) Family Pyrin Domain Containing 3 (NLRP3) Inflammasome.,oa_package/f8/ab/PMC6476233.tar.gz,Med Sci Monit. 2019 Apr 13; 25:2718-2726,PMC6476233,5/1/2019 20:20,CC BY-NC-ND
17091,32455090,Two False Negative Test Results in a Symptomatic Patient with a Confirmed Case of Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) and Suspected Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis (SJS/TEN).,oa_package/1b/a5/PMC7243064.tar.gz,Cureus.; 12(5):e8198,PMC7243064,6/4/2020 20:37,CC BY
17097,32398242,Acute kidney injury after multiphase imaging for lesions detected on hepatocellular carcinoma surveillance in patients with cirrhosis.,oa_package/ea/83/PMC7222874.tar.gz,BMJ Open Gastroenterol. 2020 May 11; 7(1):e000394,PMC7222874,5/15/2020 20:36,CC BY-NC
17098,32321594,Enhanced therapeutic effects of MSC-derived extracellular vesicles with an injectable collagen matrix for experimental acute kidney injury treatment.,oa_package/00/27/PMC7178991.tar.gz,Stem Cell Res Ther. 2020 Apr 22; 11:161,PMC7178991,4/26/2020 20:36,CC BY
17099,32309004,Peripartum Severe Acute Pancreatitis with Rare Complications: Case Report and Review of Literature.,oa_package/5c/6d/PMC7157796.tar.gz,Case Rep Surg. 2020 Apr 2; 2020:5785413,PMC7157796,4/21/2020 22:56,CC BY
17101,32306989,Whether the GFR measured by renal scintigraphy under non-steady state conditions for critically ill patients with AKI can be used as a predictive parameter for clinical events.,oa_package/d3/3c/PMC7168841.tar.gz,Crit Care. 2020 Apr 19; 24:159,PMC7168841,4/23/2020 20:35,CC BY
17102,32290286,A Novel Approach to Deliver Therapeutic Extracellular Vesicles Directly into the Mouse Kidney via Its Arterial Blood Supply.,oa_package/13/b4/PMC7226986.tar.gz,Cells. 2020 Apr 10; 9(4):937,PMC7226986,5/18/2020 20:39,CC BY
17104,32283858,Clinical Characteristics and Predictors of Mortality in Critically Ill Influenza Adult Patients.,oa_package/c0/18/PMC7230963.tar.gz,J Clin Med. 2020 Apr 9; 9(4):1073,PMC7230963,5/22/2020 20:37,CC BY
17106,32258075,Clinical characteristics and 28-d outcomes of bacterial infections in patients with hepatitis B virus-related acute-on-chronic liver failure.,oa_package/1e/7b/PMC7103966.tar.gz,World J Clin Cases. 2020 Mar 26; 8(6):1042-1055,PMC7103966,4/8/2020 20:35,CC BY-NC
17109,32053686,"Acute kidney injury among critically ill neonates in a tertiary hospital in Tanzania; Prevalence, risk factors and outcome.",oa_package/cb/a3/PMC7018051.tar.gz,PLoS One. 2020 Feb 13; 15(2):e0229074,PMC7018051,2/26/2020 19:34,CC BY
17111,32000715,"Incidence, predictors and prognosis of acute kidney injury in nonagenarians: an in-hospital cohort study.",oa_package/d2/6d/PMC6993395.tar.gz,BMC Nephrol. 2020 Jan 30; 21:34,PMC6993395,3/5/2020 19:33,CC BY
17112,31885901,Prediction Efficiency of Postoperative Acute Kidney Injury in Acute Stanford Type A Aortic Dissection Patients with Renal Resistive Index and Semiquantitative Color Doppler.,oa_package/fb/51/PMC6914914.tar.gz,Cardiol Res Pract. 2019 Dec 3; 2019:4381052,PMC6914914,12/31/2019 23:56,CC BY
17114,31856559,Urinary tissue inhibitor of metalloproteinase-2 and insulin-like growth factor-binding protein 7 as biomarkers of patients with established acute kidney injury.,oa_package/eb/15/PMC7214351.tar.gz,Korean J Intern Med. 2020 May 23; 35(3):662-671,PMC7214351,5/22/2020 20:37,CC BY-NC
17115,30068966,Synthetic colloid resuscitation in severely injured patients: analysis of a nationwide trauma registry (TraumaRegister DGU).,oa_package/86/5d/PMC6070577.tar.gz,Sci Rep. 2018 Aug 1; 8:11567,PMC6070577,8/6/2018 20:04,CC BY
17119,29931223,Renal Replacement Therapy in Severe Burns: A Multicenter Observational Study.,oa_package/5a/01/PMC6198739.tar.gz,J Burn Care Res. 2018 May 8 Nov-Dec; 39(6):1017-1021,PMC6198739,10/26/2018 20:18,CC BY-NC
17120,29540125,Sex Differences in Early Cardiovascular and All-Cause Hospitalization Outcomes After Surviving Firearm Injury.,oa_package/79/79/PMC6131471.tar.gz,Am J Mens Health. 2018 Jul 14; 12(4):1029-1038,PMC6131471,9/13/2018 20:03,CC BY-NC
17121,27716363,Hyperchloremia is associated with 30-day mortality in major trauma patients: a retrospective observational study.,oa_package/2e/12/PMC5050607.tar.gz,Scand J Trauma Resusc Emerg Med. 2016 Oct 4; 24:117,PMC5050607,10/13/2016 18:44,CC BY
17122,31001374,Nephroprotective Effect of Embryonic Stem Cells Reducing Lipid Peroxidation in Kidney Injury Induced by Cisplatin.,oa_package/42/dc/PMC6437739.tar.gz,Oxid Med Cell Longev. 2019 Mar 14; 2019:5420624,PMC6437739,4/20/2019 20:56,CC BY
17123,30533430,Diagnostic Utility of Serum Neutrophil Gelatinase-Associated Lipocalin in Polytraumatized Patients Suffering Acute Kidney Injury: A Prospective Study.,oa_package/61/06/PMC6247699.tar.gz,Biomed Res Int. 2018 Nov 6; 2018:2687584,PMC6247699,12/13/2018 19:19,CC BY
17138,25965868,Peritoneal Dialysis in Acute Kidney Injury: Trends in the Outcome across Time Periods.,oa_package/26/51/PMC4428622.tar.gz,PLoS One. 2015 May 12; 10(5):e0126436,PMC4428622,2/21/2019 17:56,CC BY
17139,31925536,Proteinuria-take a closer look!,oa_package/74/f3/PMC7056687.tar.gz,Pediatr Nephrol. 2020 Jan 10; 35(4):533-541,PMC7056687,3/18/2020 12:56,CC BY
17140,29489695,A case report of POEMS syndrome with renal involvement as immunotactoid glomerulopathy.,oa_package/42/ec/PMC5851753.tar.gz,Medicine (Baltimore). 2018 Mar 2; 97(9):e9920,PMC5851753,3/21/2018 20:08,CC BY-NC
17141,25500704,Minimal change nephrotic syndrome associated with non-Hodgkin lymphoid disorders: a retrospective study of 18 cases.,oa_package/a8/a1/PMC4602440.tar.gz,Medicine (Baltimore). 2014 Nov 2; 93(24):350-358,PMC4602440,8/4/2016 10:54,NO-CC CODE
17142,22511907,Drug rash with eosinophilia and systemic symptoms syndrome following cholestatic hepatitis A: a case report.,oa_package/d0/95/PMC3326989.tar.gz,Korean J Hepatol. 2012 Mar 22; 18(1):84-88,PMC3326989,5/15/2012 12:31,CC BY-NC
17144,32423442,Crystalglobulin-associated nephropathy presenting as MGRS in a case of monoclonal B-cell lymphocytosis: a case report.,oa_package/2b/4e/PMC7236346.tar.gz,BMC Nephrol. 2020 May 18; 21:184,PMC7236346,5/29/2020 20:36,CC BY
17147,32399474,Acute Kidney Injury Associated with Minimal Change Nephrotic Syndrome in an Elderly Patient Successfully Treated with both Fluid Management and Specific Therapy Based on Kidney Biopsy Findings.,oa_package/85/0c/PMC7204776.tar.gz,Case Rep Nephrol Dial. 2020 Apr 22; 10(1):42-50,PMC7204776,5/14/2020 20:37,CC BY-NC
17148,32052153,Crescentic glomerulonephritis in children.,oa_package/cc/3b/PMC7096391.tar.gz,Pediatr Nephrol. 2020 Feb 12; 35(5):829-842,PMC7096391,3/27/2020 20:34,CC BY
17149,31447676,Combined Blockade of Smad3 and JNK Pathways Ameliorates Progressive Fibrosis in Folic Acid Nephropathy.,oa_package/5b/64/PMC6695473.tar.gz,Front Pharmacol. 2019 Aug 9; 10:880,PMC6695473,8/27/2019 22:56,CC BY
17150,31198075,Pathological spectrum of glomerular disease in patients with renal insufficiency: a single-center study in Northeastern China.,oa_package/0b/ca/PMC6586151.tar.gz,Ren Fail. 2019 Jun 14; 41(1):47360-480,PMC6586151,6/29/2019 0:56,CC BY
17151,30956828,Rapidly Progressive Glomerulonephritis Secondary to IgA Nephropathy in a Patient with Systemic Lupus Erythematosus.,oa_package/97/02/PMC6425374.tar.gz,Case Rep Nephrol. 2019 Mar 5; 2019:8354823,PMC6425374,4/9/2019 20:19,CC BY
17152,30918194,A Patient with MPO-ANCA-positive IgA Nephropathy Diagnosed with the Clinical Onset of Macrohematuria.,oa_package/50/0b/PMC6702016.tar.gz,Intern Med. 2019 Jul 15; 58(14):2051-2056,PMC6702016,8/21/2019 20:18,CC BY-NC-ND
17154,31408484,"Clinical profile, complications and outcome of scrub typhus in children: A hospital based observational study in central Nepal.",oa_package/60/8e/PMC6692021.tar.gz,PLoS One. 2019 Aug 13; 14(8):e0220905,PMC6692021,8/30/2019 20:17,CC BY
17155,30957085,"Scrub typhus infection, not a benign disease: an experience from a tertiary care center in Northern India.",oa_package/5c/e7/PMC6448495.tar.gz,Med Pharm Rep. 2019 Jan 15; 92(1):36-42,PMC6448495,4/9/2019 20:19,CC BY-NC-ND
17157,30806445,Endothelial lesion and complement activation in patients with Scleroderma Renal Crisis.,oa_package/0b/54/PMC6979577.tar.gz,J Bras Nefrol. 2019 Feb 25 Oct-Dec; 41(4):580-584,PMC6979577,2/6/2020 19:33,CC BY
17158,30799965,Waldenström Macroglobulinemia: Unusual Presentation With Cast Nephropathy/Light Chain Tubulopathy.,oa_package/a2/19/PMC6378479.tar.gz,Clin Med Insights Case Rep. 2019 Feb 15; 12:1179547619828704,PMC6378479,2/26/2019 19:19,CC BY-NC
17160,30177770,Independent modes of disease repair by AIM protein distinguished in AIM-felinized mice.,oa_package/3f/36/PMC6120884.tar.gz,Sci Rep. 2018 Sep 3; 8:13157,PMC6120884,9/6/2018 20:04,CC BY
17161,30094050,Late-Onset Systemic Lupus Erythematosus With Lupus Nephritis in a 74-Year-Old Male: A Brief Case and Review.,oa_package/22/f6/PMC6081753.tar.gz,Can J Kidney Health Dis. 2018 Aug 6; 5:2054358118793397,PMC6081753,8/11/2018 19:50,CC BY-NC
17163,29971099,Predictors of Mortality in Scrub Typhus Infection Requiring Intensive Care Admission in Tertiary Healthcare Centre of Nepal.,oa_package/11/60/PMC6008690.tar.gz,Interdiscip Perspect Infect Dis. 2018 Jun 3; 2018:4867958,PMC6008690,7/5/2018 17:03,CC BY
17164,29795560,"Zika virus infection in the Veterans Health Administration (VHA), 2015-2016.",oa_package/d8/f4/PMC5967711.tar.gz,PLoS Negl Trop Dis. 2018 May 24; 12(5):e0006416,PMC5967711,6/8/2018 20:07,CC0
17165,31914888,Increased inflammation with crude <i>E. coli</i> LPS protects against acute leptospirosis in hamsters.,oa_package/e1/6d/PMC6968624.tar.gz,Emerg Microbes Infect. 2020 Jan 9; 9(1):14015-147,PMC6968624,1/31/2020 19:22,CC BY
17166,31434167,Acute kidney injury associated with <i>Yersinia pseudotuberculosis</i> infection: Forgotten but not gone.,oa_package/29/6f/PMC6727901.tar.gz,Kidney Res Clin Pract. 2019 Sep 30; 38(3):347-355,PMC6727901,9/9/2019 20:23,CC BY-NC-ND
